user_id,trip_frequency,avg_booking_value,destination_diversity,session_duration_min,search_count,advance_booking_days,cancellation_rate,loyalty_points,mobile_usage_pct,avg_trip_duration_days,repeat_destination_rate,account_age_days
VYG00261,10.1,7669.85,13.0,,37,9.0,0.145,1018.0,0.669,5.0,0.106,309.0
VYG00262,7.8,6915.65,17.0,19.3,49,13.0,0.556,1350.0,0.634,6.0,0.5,559.0
VYG00263,7.7,5745.53,21.0,19.4,50,10.0,0.127,1438.0,0.862,12.0,0.392,122.0
VYG00264,6.1,2269.13,,18.8,80,18.0,0.536,1033.0,0.788,6.0,0.282,389.0
VYG00265,10.1,2894.39,19.0,,47,17.0,0.24,584.0,0.914,6.0,0.5,513.0
VYG00266,6.6,,13.0,30.8,78,3.0,0.188,740.0,0.663,14.0,0.083,147.0
VYG00267,7.3,1616.73,16.0,28.2,65,8.0,0.076,908.0,0.757,7.0,0.389,800.0
VYG00268,8.5,4999.28,16.0,29.0,62,4.0,0.317,1047.0,0.723,8.0,0.169,451.0
VYG00269,,3767.94,25.0,21.0,44,5.0,0.435,990.0,0.661,6.0,0.448,893.0
VYG00270,8.1,4929.31,20.0,29.7,74,9.0,0.27,1925.0,0.693,10.0,0.496,710.0
VYG00271,7.5,4400.77,19.0,16.2,84,11.0,0.181,1166.0,0.877,7.0,0.212,828.0
VYG00272,7.4,2826.07,13.0,26.7,30,18.0,0.444,1674.0,0.836,12.0,0.5,582.0
VYG00273,5.5,1882.87,23.0,22.3,51,6.0,0.473,,0.921,11.0,0.166,58.0
VYG00274,7.3,2827.98,16.0,22.5,73,14.0,0.225,374.0,0.886,7.0,0.222,805.0
VYG00275,12.2,3398.48,21.0,,87,13.0,0.198,623.0,0.793,7.0,0.106,109.0
VYG00276,7.0,2114.2,18.0,17.0,78,7.0,0.132,1791.0,0.833,6.0,0.352,917.0
VYG00277,6.9,2136.96,14.0,21.0,46,12.0,0.315,1683.0,0.536,9.0,0.301,686.0
VYG00278,8.1,8412.35,14.0,18.3,68,13.0,0.271,1445.0,0.907,6.0,0.131,344.0
VYG00279,7.9,6832.57,17.0,33.4,68,9.0,0.293,1019.0,0.991,7.0,0.381,423.0
VYG00280,6.0,3611.97,20.0,26.1,57,10.0,0.23,1109.0,0.871,8.0,0.428,528.0
VYG00281,6.6,10257.42,23.0,27.1,76,11.0,0.123,1466.0,0.735,,0.12,798.0
VYG00282,6.4,5526.58,18.0,13.4,83,15.0,0.196,1512.0,0.903,7.0,0.181,477.0
VYG00283,7.7,2994.81,16.0,34.9,69,17.0,0.428,1194.0,0.875,6.0,,883.0
VYG00284,5.1,,15.0,24.4,68,20.0,0.184,1437.0,0.775,10.0,0.5,328.0
VYG00285,8.4,3607.05,19.0,38.1,82,3.0,0.114,1177.0,0.736,5.0,0.1,634.0
VYG00286,7.0,3409.69,17.0,29.6,84,9.0,0.195,781.0,0.929,7.0,0.229,300.0
VYG00287,7.9,8257.07,18.0,33.6,35,17.0,0.295,1417.0,0.819,9.0,0.414,402.0
VYG00288,7.5,3119.56,20.0,34.2,76,15.0,0.271,1750.0,0.729,7.0,0.063,763.0
VYG00289,7.9,3597.98,21.0,25.7,68,11.0,0.411,997.0,0.854,13.0,0.111,670.0
VYG00290,5.4,2202.14,20.0,26.1,42,23.0,0.093,958.0,0.94,9.0,0.216,1020.0
VYG00291,9.3,4642.68,22.0,40.8,70,9.0,0.243,1532.0,1.0,10.0,0.042,477.0
VYG00292,,3826.93,22.0,28.8,71,26.0,0.179,1071.0,0.759,7.0,0.062,772.0
VYG00293,5.9,5463.84,14.0,40.2,35,24.0,0.348,1309.0,0.925,9.0,0.267,626.0
VYG00294,6.2,1623.62,15.0,28.0,73,14.0,0.554,1308.0,0.694,12.0,0.5,570.0
VYG00295,3.6,2116.09,16.0,29.3,66,14.0,0.6,1106.0,0.85,11.0,0.258,459.0
VYG00296,7.3,2934.17,14.0,25.4,63,13.0,0.229,1851.0,0.605,8.0,0.151,1003.0
VYG00297,7.3,1877.88,20.0,21.1,56,7.0,0.065,1642.0,0.639,10.0,0.216,476.0
VYG00298,8.5,1307.16,21.0,14.7,79,15.0,0.342,1304.0,0.594,10.0,0.418,305.0
VYG00299,2.0,2000.44,16.0,28.7,57,3.0,0.166,1195.0,0.985,8.0,0.361,346.0
VYG00300,2.5,5692.32,20.0,33.5,68,2.0,0.455,1156.0,0.801,12.0,0.082,611.0
VYG00301,9.5,3562.68,23.0,12.0,61,6.0,0.337,839.0,0.75,5.0,0.227,148.0
VYG00302,9.4,7459.63,15.0,31.8,73,24.0,0.235,2253.0,0.679,13.0,0.039,191.0
VYG00303,8.1,1943.33,15.0,30.7,51,22.0,0.6,1368.0,0.706,4.0,0.129,380.0
VYG00304,5.0,5035.47,16.0,31.6,73,14.0,0.108,564.0,0.791,5.0,0.157,662.0
VYG00305,7.5,3704.23,15.0,35.4,79,10.0,0.548,1024.0,0.733,8.0,0.154,255.0
VYG00306,11.1,2940.42,15.0,43.3,61,20.0,0.155,758.0,0.76,8.0,0.206,464.0
VYG00307,8.1,1786.08,15.0,29.9,44,21.0,0.494,1037.0,0.734,12.0,0.5,731.0
VYG00308,7.1,2783.32,24.0,22.1,66,8.0,0.073,607.0,1.0,9.0,0.452,496.0
VYG00309,,4003.53,20.0,43.7,77,11.0,0.106,1253.0,0.73,9.0,,566.0
VYG00310,4.8,,22.0,38.8,--,5.0,0.044,1292.0,0.938,3.0,0.085,526.0
VYG00311,8.2,6490.58,20.0,33.7,39,20.0,0.179,1542.0,0.685,10.0,0.099,1153.0
VYG00312,12.2,2359.92,14.0,24.6,86,19.0,0.323,1024.0,0.924,11.0,0.155,544.0
VYG00313,6.5,4656.42,13.0,22.5,57,7.0,0.521,1226.0,0.668,10.0,0.177,779.0
VYG00314,7.2,4763.08,11.0,20.7,65,5.0,0.176,1011.0,0.925,7.0,0.211,823.0
VYG00315,8.8,3890.34,9.0,39.2,64,27.0,0.092,714.0,0.805,8.0,0.288,920.0
VYG00316,5.1,2407.92,11.0,30.7,51,14.0,0.112,1141.0,0.689,10.0,0.082,689.0
VYG00317,8.9,4248.26,19.0,18.8,80,3.0,0.117,897.0,0.91,7.0,0.292,1055.0
VYG00318,7.8,3887.46,18.0,39.2,71,7.0,0.257,1013.0,0.717,8.0,0.087,809.0
VYG00319,5.5,2486.33,17.0,19.0,56,4.0,0.238,1491.0,0.625,5.0,0.069,776.0
VYG00320,7.9,2003.53,17.0,21.2,74,17.0,0.361,1426.0,0.74,7.0,0.044,794.0
VYG00321,11.0,4184.08,16.0,35.3,47,1.0,0.325,1276.0,0.823,9.0,0.267,768.0
VYG00322,6.9,3002.54,13.0,33.7,82,4.0,0.036,1173.0,0.829,13.0,0.5,515.0
VYG00323,5.1,5412.86,21.0,33.6,53,20.0,0.245,,0.569,10.0,0.175,30.0
VYG00324,9.2,3121.66,18.0,31.0,71,,0.301,614.0,0.831,9.0,0.312,804.0
VYG00325,6.1,2296.96,19.0,26.6,36,5.0,0.249,1698.0,0.528,7.0,0.036,703.0
VYG00326,9.7,2559.51,12.0,25.8,52,1.0,0.422,1086.0,0.835,8.0,,392.0
VYG00327,,6152.39,12.0,20.8,73,8.0,0.357,1664.0,0.675,11.0,0.337,742.0
VYG00328,10.1,2402.55,21.0,19.2,69,13.0,0.246,1972.0,0.708,5.0,0.14,865.0
VYG00329,7.5,1493.52,20.0,31.3,84,,0.398,1377.0,0.922,4.0,0.322,604.0
VYG00330,6.4,2670.13,21.0,26.4,75,11.0,0.284,1798.0,0.695,3.0,0.167,1021.0
VYG00331,8.3,3421.9,17.0,8.7,40,4.0,0.206,1268.0,0.849,8.0,0.5,985.0
VYG00332,7.4,4193.15,12.0,28.0,58,14.0,0.471,1041.0,0.624,10.0,0.202,661.0
VYG00333,5.7,4546.26,17.0,31.4,48,11.0,0.137,645.0,0.81,11.0,0.023,1015.0
VYG00334,7.5,2428.98,22.0,17.3,61,,0.248,1365.0,0.982,10.0,0.292,1016.0
VYG00335,5.6,3668.79,20.0,20.3,64,14.0,0.074,1150.0,0.686,7.0,0.165,684.0
VYG00336,4.9,6102.21,18.0,25.2,43,20.0,0.215,1008.0,0.752,17.0,0.198,739.0
VYG00337,8.1,4430.07,10.0,36.9,60,12.0,0.512,984.0,0.676,13.0,0.284,362.0
VYG00338,7.9,1965.76,19.0,23.5,66,9.0,0.216,1423.0,0.662,6.0,0.5,921.0
VYG00339,10.6,1326.17,20.0,27.3,61,1.0,0.56,1360.0,0.688,11.0,0.331,368.0
VYG00340,5.9,2533.16,,28.2,63,7.0,0.441,881.0,0.668,9.0,0.109,756.0
VYG00341,7.8,2200.39,17.0,24.7,44,17.0,0.263,1952.0,0.619,13.0,0.5,664.0
VYG00342,6.0,5984.67,14.0,45.7,59,2.0,0.128,1228.0,0.629,10.0,0.098,817.0
VYG00343,9.3,5064.95,16.0,30.8,68,14.0,0.6,1246.0,0.933,6.0,0.203,681.0
VYG00344,9.2,3186.19,16.0,17.0,60,5.0,0.133,1208.0,0.839,5.0,0.069,1043.0
VYG00345,8.4,1466.73,15.0,39.7,66,4.0,0.509,1937.0,0.677,3.0,0.213,804.0
VYG00346,11.3,2539.23,15.0,22.4,92,1.0,0.391,1396.0,0.779,11.0,0.058,
VYG00347,10.3,,13.0,,79,14.0,0.247,923.0,0.836,4.0,0.5,491.0
VYG00348,6.9,3875.7,18.0,32.5,65,18.0,0.378,976.0,0.732,11.0,0.155,535.0
VYG00349,9.0,6283.12,14.0,28.5,39,8.0,0.412,1175.0,0.815,8.0,0.115,489.0
VYG00350,7.2,2697.28,25.0,37.8,52,6.0,0.266,1064.0,0.723,6.0,0.171,770.0
VYG00351,7.9,2998.54,12.0,23.6,44,6.0,0.384,999999.0,0.908,4.0,,243.0
VYG00352,5.9,2818.98,14.0,18.4,55,,0.402,977.0,0.963,8.0,0.135,
VYG00353,7.7,6291.1,17.0,21.2,63,,0.285,810.0,0.947,5.0,0.416,783.0
VYG00354,10.8,3883.73,16.0,,52,14.0,0.101,1423.0,0.4,12.0,0.488,1131.0
VYG00355,6.5,3224.6,17.0,22.6,67,17.0,0.226,1517.0,NA,11.0,0.136,404.0
VYG00356,4.9,2390.8,8.0,24.1,76,11.0,0.108,1400.0,0.651,9.0,0.474,590.0
VYG00357,7.1,2810.41,10.0,36.2,69,12.0,0.484,744.0,0.669,7.0,0.373,568.0
VYG00358,7.7,5515.18,20.0,36.8,55,4.0,0.6,832.0,0.803,11.0,0.258,550.0
VYG00359,8.0,5640.66,17.0,27.5,75,8.0,0.395,811.0,0.949,12.0,,995.0
VYG00360,6.6,4115.7,15.0,29.4,53,,0.588,1563.0,0.957,9.0,0.248,497.0
VYG00361,2.5,15624.01,3.0,66.3,13,116.0,0.178,15093.0,0.344,14.0,,
VYG00362,1.0,69324.3,,75.8,15,176.0,,23431.0,0.276,20.0,0.3,1432.0
VYG00363,1.0,37548.83,4.0,70.2,19,118.0,0.018,21512.0,0.202,19.0,0.684,1402.0
VYG00364,1.3,24565.37,3.0,53.9,11,200.0,0.147,22134.0,0.226,19.0,0.559,914.0
VYG00365,1.8,28129.67,3.0,101.9,13,143.0,0.2,20782.0,0.274,,0.494,1132.0
VYG00366,1.3,51457.81,4.0,44.3,12,81.0,,21738.0,0.439,10.0,0.557,1483.0
VYG00367,1.4,38832.56,4.0,56.2,17,112.0,,19276.0,0.31,12.0,0.664,2036.0
VYG00368,1.0,27107.7,4.0,59.2,9,112.0,0.003,15731.0,0.269,17.0,0.469,1608.0
VYG00369,3.3,41271.42,5.0,79.8,16,117.0,0.036,14527.0,0.192,24.0,0.3,1104.0
VYG00370,1.7,30023.41,1.0,51.9,18,122.0,,19002.0,0.322,17.0,0.3,1655.0
VYG00371,1.7,41588.95,5.0,84.3,17,92.0,,17401.0,0.344,21.0,0.72,
VYG00372,2.0,31912.7,7.0,52.1,22,137.0,0.013,13005.0,0.145,18.0,0.75,1375.0
VYG00373,1.5,14870.26,4.0,80.4,21,187.0,,19908.0,0.002,17.0,0.3,1705.0
VYG00374,1.8,36452.76,3.0,84.8,12,109.0,,22612.0,0.208,13.0,0.451,697.0
VYG00375,1.0,53383.83,,76.7,15,182.0,,14488.0,0.237,20.0,0.643,976.0
VYG00376,2.8,71160.69,4.0,41.5,NA,130.0,0.015,19393.0,0.145,13.0,0.474,1421.0
VYG00377,2.2,51707.48,6.0,70.3,9,152.0,0.056,22694.0,0.323,20.0,0.792,1707.0
VYG00378,1.2,30236.49,4.0,80.5,13,71.0,0.046,9915.0,0.067,22.0,0.657,565.0
VYG00379,1.0,37036.28,3.0,64.5,14,103.0,,19623.0,0.289,11.0,,1085.0
VYG00380,2.0,45941.91,3.0,71.1,11,100.0,0.08,11212.0,0.329,15.0,0.801,1863.0
VYG00381,2.3,23442.4,6.0,50.4,12,141.0,0.152,29112.0,0.306,18.0,0.3,1252.0
VYG00382,1.6,20834.34,6.0,85.7,4,121.0,,16297.0,0.0,18.0,0.963,543.0
VYG00383,1.7,28459.68,6.0,46.3,11,143.0,0.153,13719.0,0.112,22.0,0.911,1655.0
VYG00384,1.4,34969.0,4.0,86.2,12,114.0,0.027,13540.0,0.366,12.0,0.873,1574.0
VYG00385,1.7,20603.18,5.0,38.1,24,128.0,,16844.0,0.321,24.0,0.38,1219.0
VYG00386,1.1,42743.54,2.0,88.8,18,137.0,0.112,24329.0,0.476,19.0,0.531,
VYG00387,1.0,107677.72,5.0,85.6,5,134.0,0.025,28548.0,0.318,21.0,0.613,1436.0
VYG00388,1.3,18283.84,4.0,84.5,11,124.0,0.027,20091.0,0.449,12.0,0.363,1486.0
VYG00389,1.4,37553.21,4.0,74.8,6,103.0,,30036.0,0.292,16.0,0.453,1148.0
VYG00390,1.8,51559.0,3.0,69.1,17,115.0,0.19,17592.0,0.097,17.0,0.589,1887.0
VYG00391,2.3,20213.09,1.0,56.6,9,110.0,0.002,22898.0,0.374,14.0,0.831,1022.0
VYG00392,1.0,24932.31,4.0,55.9,13,143.0,,17766.0,0.299,18.0,0.625,1395.0
VYG00393,1.9,35590.91,2.0,72.3,9,113.0,0.069,20343.0,0.45,11.0,0.74,1971.0
VYG00394,1.1,24144.78,5.0,78.3,4,97.0,,17430.0,0.146,18.0,0.605,1707.0
VYG00395,1.3,60076.16,5.0,61.1,20,90.0,0.03,14677.0,0.441,24.0,0.494,1921.0
VYG00396,2.0,15521.5,4.0,73.9,7,171.0,0.089,21852.0,0.472,18.0,0.689,1807.0
VYG00397,1.1,25813.48,3.0,84.3,19,104.0,,18255.0,0.28,22.0,0.344,1789.0
VYG00398,2.1,28660.41,6.0,80.2,14,85.0,0.095,17462.0,0.071,10.0,0.625,1167.0
VYG00399,2.1,20104.77,3.0,84.2,10,138.0,0.051,17929.0,0.169,17.0,0.471,1163.0
VYG00400,1.5,37071.61,3.0,79.2,18,150.0,0.05,13814.0,0.376,19.0,0.655,1213.0
VYG00401,1.0,11270.72,3.0,65.4,13,116.0,,11362.0,0.096,16.0,0.35,1653.0
VYG00402,2.4,39880.14,4.0,65.9,15,86.0,0.108,11462.0,0.52,20.0,0.308,2424.0
VYG00403,1.2,30470.88,4.0,72.5,24,137.0,0.001,15300.0,0.13,20.0,0.7,1052.0
VYG00404,2.5,49642.63,4.0,92.5,8,120.0,0.125,10544.0,0.478,19.0,0.64,732.0
VYG00405,1.1,56012.76,,57.0,18,74.0,0.152,18035.0,0.248,17.0,0.701,953.0
VYG00406,2.4,81331.83,6.0,54.2,12,155.0,0.04,26533.0,0.134,11.0,0.605,1295.0
VYG00407,2.3,60002.05,3.0,78.8,13,162.0,0.113,22657.0,0.042,16.0,0.54,698.0
VYG00408,2.1,32561.63,6.0,75.7,14,130.0,0.13,13850.0,0.405,15.0,0.887,1731.0
VYG00409,1.5,59000.75,1.0,76.3,3,115.0,,16603.0,0.302,14.0,0.835,1478.0
VYG00410,1.8,75115.71,2.0,84.5,12,112.0,,20010.0,0.296,12.0,0.832,910.0
VYG00411,2.0,50494.63,5.0,82.5,15,94.0,0.013,17566.0,0.289,13.0,0.686,1367.0
VYG00412,1.3,43541.23,5.0,61.0,13,130.0,0.05,20496.0,0.32,26.0,0.724,764.0
VYG00413,2.2,46007.66,6.0,84.0,10,144.0,0.105,16176.0,0.244,16.0,0.828,1243.0
VYG00414,1.2,21047.22,,89.0,14,118.0,0.022,15520.0,0.378,20.0,,779.0
VYG00415,1.0,58578.57,4.0,82.2,17,101.0,,22267.0,0.161,15.0,0.529,991.0
VYG00416,2.3,50410.51,6.0,77.0,9,153.0,0.016,20724.0,0.33,18.0,0.563,969.0
VYG00417,1.4,56255.39,5.0,64.0,15,141.0,0.052,18122.0,0.329,13.0,0.518,1096.0
VYG00418,1.2,71363.28,3.0,64.5,unknown,112.0,0.037,15529.0,0.397,14.0,0.466,2080.0
VYG00419,1.2,,2.0,67.1,18,140.0,0.037,21103.0,0.29,16.0,0.354,1469.0
VYG00420,,81861.16,3.0,65.8,13,,0.01,23759.0,0.267,21.0,0.329,1149.0
VYG00421,1.2,12477.11,4.0,68.7,8,169.0,,17297.0,0.358,15.0,0.378,2235.0
VYG00422,1.9,72409.47,2.0,72.6,13,74.0,0.032,24839.0,0.411,,0.595,1666.0
VYG00423,1.1,22565.38,6.0,97.3,11,175.0,,18992.0,0.037,20.0,0.76,1109.0
VYG00424,1.7,20883.55,6.0,54.7,19,114.0,0.058,22388.0,0.298,14.0,0.3,1418.0
VYG00425,1.5,35727.7,3.0,74.7,14,129.0,0.091,14344.0,0.257,17.0,0.351,
VYG00426,2.2,27335.52,1.0,60.0,17,175.0,0.197,28110.0,0.17,25.0,0.513,1312.0
VYG00427,1.6,27082.58,1.0,86.6,18,154.0,0.005,14075.0,0.316,23.0,0.37,1675.0
VYG00428,2.0,46218.59,3.0,41.8,15,142.0,0.125,14939.0,0.267,13.0,0.509,833.0
VYG00429,1.6,37003.72,2.0,70.5,28,143.0,,22672.0,0.403,18.0,0.54,1641.0
VYG00430,2.0,40610.74,6.0,62.9,14,187.0,0.185,16385.0,0.226,16.0,0.824,1653.0
VYG00431,1.9,30400.23,3.0,56.2,19,,,12246.0,0.335,19.0,0.772,738.0
VYG00432,1.7,9718.61,4.0,97.2,13,125.0,0.044,20320.0,0.158,13.0,0.474,1651.0
VYG00433,1.0,37607.6,5.0,88.9,9,153.0,,11105.0,0.008,16.0,0.42,1442.0
VYG00434,1.7,30326.57,4.0,79.0,15,99.0,0.2,24632.0,0.153,16.0,0.73,1022.0
VYG00435,1.7,25612.72,3.0,64.4,9,183.0,,15115.0,0.227,20.0,0.86,1956.0
VYG00436,,19938.74,3.0,50.1,13,140.0,0.059,15988.0,0.335,22.0,0.656,1417.0
VYG00437,2.3,27434.21,3.0,56.4,14,119.0,0.2,20079.0,0.204,18.0,0.907,1710.0
VYG00438,1.8,65594.39,4.0,63.6,16,71.0,,22778.0,0.421,22.0,0.387,999.0
VYG00439,2.3,59628.57,6.0,49.6,4,,0.2,14606.0,0.155,20.0,0.428,1508.0
VYG00440,,50778.6,4.0,62.3,20,123.0,0.004,10611.0,0.291,13.0,0.494,
VYG00441,1.4,12018.28,3.0,48.0,10,136.0,,18567.0,0.168,16.0,0.526,2055.0
VYG00442,2.1,34615.01,4.0,63.6,6,152.0,0.2,19141.0,0.204,13.0,0.641,1158.0
VYG00443,1.5,46349.75,4.0,68.9,12,93.0,,13789.0,0.233,21.0,0.611,932.0
VYG00444,1.0,52682.48,3.0,83.7,12,90.0,,11322.0,0.164,11.0,0.428,1450.0
VYG00445,44.4,197714.45,6.0,47.2,19,90.0,0.035,153807.0,0.474,17.0,,1069.0
VYG00446,1.2,52677.7,3.0,64.4,21,158.0,0.042,15625.0,0.162,20.0,0.3,513.0
VYG00447,1.4,63046.87,1.0,69.6,12,166.0,0.025,9450.0,0.252,24.0,0.46,935.0
VYG00448,1.5,49554.17,5.0,49.4,17,103.0,0.049,15213.0,0.042,12.0,0.614,948.0
VYG00449,2.9,20613.01,3.0,86.0,20,69.0,0.012,14468.0,0.403,18.0,0.405,1493.0
VYG00450,1.7,36105.36,5.0,62.9,14,92.0,,16290.0,0.104,23.0,0.743,793.0
VYG00451,2.0,20894.42,4.0,59.1,19,122.0,0.024,18600.0,NA,22.0,0.629,1319.0
VYG00452,1.5,23700.52,6.0,70.1,3,131.0,,17465.0,0.216,18.0,0.787,1608.0
VYG00453,1.7,18539.87,5.0,59.1,12,140.0,,11755.0,0.181,21.0,0.625,1257.0
VYG00454,1.3,17927.92,4.0,62.7,13,100.0,,18951.0,0.451,25.0,0.641,1370.0
VYG00455,1.1,36174.9,5.0,35.9,3,111.0,0.057,21522.0,0.306,22.0,0.761,
VYG00456,2.4,34395.54,3.0,62.8,8,127.0,0.2,17270.0,0.214,18.0,0.877,1079.0
VYG00457,1.8,19883.56,2.0,99.9,21,111.0,,15612.0,0.0,19.0,0.612,1396.0
VYG00458,2.1,40808.01,4.0,74.4,25,81.0,0.054,10778.0,0.349,16.0,0.328,1415.0
VYG00459,1.0,44414.92,2.0,74.9,13,128.0,0.04,21409.0,0.045,21.0,0.596,1359.0
VYG00460,1.2,32334.82,2.0,58.9,4,163.0,,16722.0,0.384,18.0,0.886,1424.0
VYG00461,1.0,70884.64,4.0,53.9,21,166.0,0.2,12937.0,0.209,14.0,0.653,1303.0
VYG00462,1.8,54786.47,2.0,59.1,13,99.0,,8205.0,0.209,18.0,0.601,1499.0
VYG00463,1.0,45993.75,4.0,54.1,18,95.0,0.0,19997.0,0.308,17.0,0.324,1268.0
VYG00464,1.9,34274.62,4.0,49.4,20,120.0,0.2,17835.0,0.175,18.0,0.714,820.0
VYG00465,1.7,26429.54,5.0,70.4,14,112.0,,15649.0,0.139,19.0,0.428,1632.0
VYG00466,2.0,30532.87,1.0,54.5,15,88.0,0.08,27959.0,0.221,20.0,0.483,1436.0
VYG00467,1.4,37662.43,,71.0,12,88.0,0.087,14758.0,0.338,,0.69,1248.0
VYG00468,1.0,13739.36,4.0,76.8,15,154.0,,18838.0,0.195,22.0,0.91,1117.0
VYG00469,2.5,87427.49,,83.8,24,198.0,0.039,12916.0,0.148,17.0,0.415,1989.0
VYG00470,1.9,47941.61,5.0,81.6,18,176.0,,999999.0,0.225,20.0,0.437,1663.0
VYG00471,1.0,27489.93,5.0,66.9,6,60.0,,11012.0,0.239,23.0,0.653,840.0
VYG00472,1.0,29774.41,5.0,70.7,19,114.0,,24464.0,0.349,18.0,0.924,549.0
VYG00473,1.0,27464.29,6.0,69.3,9,158.0,0.132,17098.0,0.193,22.0,0.375,1461.0
VYG00474,1.3,74971.15,4.0,68.0,7,133.0,,16552.0,0.24,17.0,,1170.0
VYG00475,1.4,23935.03,3.0,68.9,19,142.0,,16041.0,0.342,22.0,0.389,1060.0
VYG00476,1.9,31677.77,4.0,65.8,9,,0.083,17104.0,0.474,18.0,0.939,1918.0
VYG00477,1.9,23682.19,2.0,43.4,14,144.0,,24022.0,0.118,14.0,0.669,
VYG00478,2.0,23622.89,3.0,87.6,17,133.0,0.0,10805.0,0.231,18.0,0.558,1746.0
VYG00479,2.1,82083.19,3.0,79.4,16,114.0,0.059,19465.0,0.221,10.0,0.557,994.0
VYG00480,1.3,23391.19,4.0,46.9,9,,0.155,16482.0,0.494,15.0,0.961,2464.0
VYG00481,1.4,56347.85,1.0,68.5,17,132.0,,21023.0,0.342,22.0,0.584,1592.0
VYG00482,1.8,23440.28,2.0,56.6,9,176.0,0.2,11355.0,0.036,15.0,0.949,1041.0
VYG00483,2.0,13009.66,2.0,36.4,8,136.0,0.022,16532.0,0.467,14.0,0.875,1402.0
VYG00484,1.2,39404.45,,62.1,11,108.0,0.079,20163.0,0.184,14.0,0.347,1021.0
VYG00485,2.0,57934.33,3.0,51.1,10,172.0,0.2,16573.0,0.158,18.0,0.861,1140.0
VYG00486,1.5,30803.5,3.0,60.3,19,97.0,,18460.0,0.241,14.0,0.699,1357.0
VYG00487,1.2,37464.26,5.0,73.4,8,135.0,0.005,16815.0,0.443,16.0,0.382,1008.0
VYG00488,2.2,27098.8,2.0,66.0,14,126.0,0.082,19109.0,0.258,19.0,0.3,1149.0
VYG00489,1.7,40389.02,4.0,54.0,14,181.0,,15209.0,0.212,15.0,0.648,1301.0
VYG00490,1.3,23612.68,3.0,90.8,16,70.0,,13894.0,0.447,10.0,0.715,2237.0
VYG00491,1.1,55865.7,4.0,59.5,19,141.0,0.162,27854.0,0.267,21.0,0.566,1006.0
VYG00492,1.8,117651.29,6.0,72.7,8,101.0,,26519.0,0.325,19.0,0.567,1202.0
VYG00493,1.2,6981.48,5.0,90.5,20,104.0,,11118.0,0.333,27.0,0.384,1043.0
VYG00494,31.0,554868.56,999.0,,18,110.0,0.02,100210.0,0.227,21.0,0.873,951.0
VYG00495,1.5,70037.98,2.0,68.9,11,186.0,0.144,15997.0,0.341,23.0,0.459,2244.0
VYG00496,1.0,23638.33,3.0,45.4,17,126.0,0.039,12326.0,0.193,15.0,0.831,1549.0
VYG00497,2.0,,4.0,38.7,4,85.0,0.102,22905.0,0.261,24.0,0.3,2087.0
VYG00498,1.6,27384.01,4.0,74.7,7,92.0,0.12,16454.0,0.298,20.0,0.456,1251.0
VYG00499,1.0,58810.13,5.0,58.7,10,140.0,0.004,20214.0,0.088,10.0,0.524,1204.0
VYG00500,54.4,548327.87,3.0,62.9,15,78.0,0.029,101855.0,0.357,17.0,0.529,1158.0
VYG00501,1.7,20590.33,4.0,65.3,7,,,17381.0,0.143,26.0,0.59,1611.0
VYG00502,2.0,72138.74,3.0,60.7,10,164.0,0.078,17631.0,0.361,18.0,0.738,1724.0
VYG00503,1.9,45261.56,3.0,83.5,15,132.0,0.037,20160.0,0.173,15.0,0.646,1581.0
VYG00504,1.9,,3.0,68.4,7,143.0,,24032.0,0.486,13.0,0.691,1270.0
VYG00505,1.5,,5.0,60.2,13,190.0,0.114,20939.0,0.289,19.0,0.3,1307.0
VYG00506,1.5,28565.69,1.0,78.5,17,,0.164,17725.0,0.371,15.0,0.764,2036.0
VYG00507,1.7,54684.6,2.0,68.1,18,110.0,,19585.0,0.31,19.0,0.723,1278.0
VYG00508,2.3,17978.43,4.0,72.1,11,140.0,0.066,17300.0,0.297,21.0,0.826,1728.0
VYG00509,1.8,35439.8,3.0,69.6,23,153.0,0.2,26655.0,0.393,19.0,0.9,1372.0
VYG00510,2.1,80814.02,3.0,69.8,18,97.0,0.085,20979.0,0.387,24.0,0.485,1546.0
VYG00511,1.7,112772.95,6.0,86.8,23,132.0,0.014,26013.0,0.081,19.0,0.655,1087.0
VYG00512,1.9,43010.29,4.0,53.4,22,98.0,,23951.0,0.335,18.0,0.672,888.0
  VYG00513,1.3,8767.83,6.0,63.7,15,131.0,,23460.0,0.262,18.0,0.612,1409.0
VYG00514,1.4,88415.15,5.0,56.7,13,60.0,,17196.0,0.305,17.0,,870.0
VYG00515,1.7,40888.85,5.0,61.2,10,102.0,,24860.0,0.232,26.0,,1370.0
VYG00516,1.8,15827.04,5.0,77.0,20,148.0,,22145.0,0.429,13.0,0.794,2181.0
VYG00517,2.8,38084.53,2.0,65.3,16,133.0,0.2,13781.0,0.353,17.0,0.533,1406.0
VYG00518,2.2,56303.54,4.0,73.9,9,93.0,0.112,14876.0,0.241,17.0,0.602,1113.0
VYG00519,1.7,36584.41,6.0,71.7,14,178.0,0.001,17547.0,0.292,15.0,0.385,1358.0
VYG00520,2.5,44216.55,4.0,64.2,20,159.0,0.15,16648.0,0.168,12.0,0.661,1501.0
VYG00521,2.0,14930.39,4.0,70.2,6,151.0,0.019,24321.0,0.339,18.0,0.41,1999.0
VYG00522,2.1,54727.92,4.0,47.8,16,139.0,0.2,21033.0,0.373,20.0,0.426,1156.0
